"ID"	"SiteFK"	"Circle"	"Orientation"	"Code"	"Species"
3438	1300	4	"A"	1266	"Red oak"
3439	1300	4	"B"	1267	"Striped maple"
3440	1300	4	"C"	1268	"Striped maple"
3441	1300	4	"D"	1269	"8"
3442	1300	4	"E"	1270	"8"
3443	1300	5	"A"	1271	"9"
3444	1300	5	"B"	1272	"9"
3445	1300	5	"C"	1273	"American beech"
3446	1300	5	"D"	1274	"American beech"
3447	1300	5	"E"	1275	"American chestnut"
3448	1300	1	"A"	1276	"American chestnut"
3449	1300	1	"B"	1277	"Black birch"
3450	1300	1	"C"	1278	"Black birch"
3451	1300	1	"D"	1279	"Black cherry"
3452	1300	1	"E"	1280	"Cucumber magnolia"
3453	1300	2	"A"	1281	"Fraser magnolia"
3454	1300	2	"B"	1282	"Mountain winterberry"
3455	1300	2	"C"	1283	"Mountain winterberry"
3456	1300	2	"D"	1284	"Red maple"
3457	1300	2	"E"	1285	"Red maple"
3458	1300	3	"A"	1286	"Red oak"
3459	1300	3	"B"	1287	"Red oak"
3460	1300	3	"C"	1288	"Rhododendron"
3461	1300	3	"D"	1289	"Serviceberry"
3462	1300	3	"E"	1290	"Serviceberry"
3463	1300	4	"A"	1291	"Striped maple"
3464	1300	4	"B"	1292	"Striped maple"
3465	1300	4	"C"	1293	"White ash"
3466	1300	4	"D"	1294	"White ash"
3467	1300	4	"E"	1295	"Witch hazel"
3468	1300	5	"A"	1296	"Witch hazel"
3469	1300	5	"B"	1297	"Yellow birch"
3470	1300	5	"C"	1298	"Yellow birch"
3471	1301	1	"A"	1299	"8"
3472	1301	1	"B"	1300	"8"
3473	1301	1	"C"	1301	"9"
3474	1301	1	"D"	1302	"9"
3475	1301	1	"E"	1303	"American chestnut"
3476	1301	2	"A"	1304	"American chestnut"
3477	1301	2	"B"	1305	"Red maple"
3478	1301	2	"C"	1306	"Red maple"
3479	1301	2	"D"	1307	"Red oak"
3480	1301	2	"E"	1308	"Red oak"
3481	1301	3	"A"	1309	"Serviceberry"
3482	1301	3	"B"	1310	"Serviceberry"
3483	1301	3	"C"	1311	"Striped maple"
3484	1301	3	"D"	1312	"Striped maple"
3485	1301	3	"E"	1313	"Yellow birch"
3486	1301	4	"A"	1314	"Yellow birch"
3487	1301	4	"B"	1315	"9"
3488	1301	4	"C"	1316	"9"
3489	1301	4	"D"	1317	"American chestnut"
3490	1301	4	"E"	1318	"American chestnut"
3491	1301	5	"A"	1319	"Red maple"
3492	1301	5	"B"	1320	"Red maple"
3493	1301	5	"C"	1321	"Red oak"
3494	1301	5	"D"	1322	"Red oak"
3495	1301	5	"E"	1323	"Striped maple"
3496	1301	1	"A"	1324	"Striped maple"
3497	1301	1	"B"	1325	"9"
3498	1301	1	"C"	1326	"9"
3499	1301	1	"D"	1327	"American chestnut"
3500	1301	1	"E"	1328	"American chestnut"
3501	1301	2	"A"	1329	"Red maple"
3502	1301	2	"B"	1330	"Red maple"
3503	1301	2	"C"	1331	"Red oak"
3504	1301	2	"D"	1332	"Red oak"
3505	1301	2	"E"	1333	"Striped maple"
3506	1301	3	"A"	1334	"Striped maple"
3507	1301	3	"B"	1335	"8"
3508	1301	3	"C"	1336	"8"
3509	1301	3	"D"	1337	"9"
3510	1301	3	"E"	1338	"9"
3511	1301	4	"A"	1339	"American chestnut"
3512	1301	4	"B"	1340	"American chestnut"
3513	1301	4	"C"	1341	"Red maple"
3514	1301	4	"D"	1342	"Red maple"
3515	1301	4	"E"	1343	"Red oak"
3516	1301	5	"A"	1344	"Red oak"
3517	1301	5	"B"	1345	"Striped maple"
3518	1301	5	"C"	1346	"Striped maple"
3519	1301	5	"D"	1347	"American chestnut"
3520	1301	5	"E"	1348	"American chestnut"
3521	1301	1	"A"	1349	"Red maple"
3522	1301	1	"B"	1350	"Red maple"
3523	1301	1	"C"	1351	"Red oak"
3524	1301	1	"D"	1352	"Red oak"
3525	1301	1	"E"	1353	"Serviceberry"
3526	1301	2	"A"	1354	"Serviceberry"
3527	1301	2	"B"	1355	"Striped maple"
3528	1301	2	"C"	1356	"Striped maple"
3529	1301	2	"D"	1357	"Yellow birch"
3530	1301	2	"E"	1358	"Yellow birch"
3531	1301	3	"A"	1359	"8"
3532	1301	3	"B"	1360	"8"
3533	1301	3	"C"	1361	"9"
3534	1301	3	"D"	1362	"9"
3535	1301	3	"E"	1363	"American chestnut"
3536	1301	4	"A"	1364	"American chestnut"
3537	1301	4	"B"	1365	"Red maple"
3538	1301	4	"C"	1366	"Red maple"
3539	1301	4	"D"	1367	"Red oak"
3540	1301	4	"E"	1368	"Red oak"
3541	1301	5	"A"	1369	"Serviceberry"
3542	1301	5	"B"	1370	"Serviceberry"
3543	1301	5	"C"	1371	"Striped maple"
3544	1301	5	"D"	1372	"Striped maple"
3545	1301	5	"E"	1373	"Yellow birch"
3546	1301	1	"A"	1374	"Yellow birch"
3547	1301	1	"B"	1375	"8"
3548	1301	1	"C"	1376	"8"
3549	1301	1	"D"	1377	"9"
3550	1301	1	"E"	1378	"9"
3551	1301	2	"A"	1379	"American chestnut"
3552	1301	2	"B"	1380	"American chestnut"
3553	1301	2	"C"	1381	"Red maple"
3554	1301	2	"D"	1382	"Red maple"
3555	1301	2	"E"	1383	"Red oak"
3556	1301	3	"A"	1384	"Red oak"
3557	1301	3	"B"	1385	"Striped maple"
3558	1301	3	"C"	1386	"Striped maple"
3559	1301	3	"D"	1387	"8"
3560	1301	3	"E"	1388	"8"
3561	1301	4	"A"	1389	"9"
3562	1301	4	"B"	1390	"American chestnut"
3563	1301	4	"C"	1391	"American chestnut"
3564	1301	4	"D"	1392	"Red maple"
3565	1301	4	"E"	1393	"Red maple"
3566	1301	5	"A"	1394	"Red oak"
3567	1301	5	"B"	1395	"Red oak"
3568	1301	5	"C"	1396	"Striped maple"
3569	1301	5	"D"	1397	"Striped maple"
3570	1301	5	"E"	1398	"8"
3571	1301	1	"A"	1399	"8"
3572	1301	1	"B"	1400	"9"
3573	1301	1	"C"	1401	"9"
3574	1301	1	"D"	1402	"American chestnut"
3575	1301	1	"E"	1403	"American chestnut"
3576	1301	2	"A"	1404	"Red maple"
3577	1301	2	"B"	1405	"Red maple"
3578	1301	2	"C"	1406	"Red oak"
3579	1301	2	"D"	1407	"Red oak"
3580	1301	2	"E"	1408	"Striped maple"
3581	1301	3	"A"	1409	"Striped maple"
3582	1301	3	"B"	1410	"American chestnut"
3583	1301	3	"C"	1411	"American chestnut"
3584	1301	3	"D"	1412	"Red maple"
3585	1301	3	"E"	1413	"Red maple"
3586	1301	4	"A"	1414	"Red oak"
3587	1301	4	"B"	1415	"Red oak"
3588	1301	4	"C"	1416	"Serviceberry"
3589	1301	4	"D"	1417	"Serviceberry"
3590	1301	4	"E"	1418	"Striped maple"
3591	1301	5	"A"	1419	"Striped maple"
3592	1301	5	"B"	1420	"Yellow birch"
3593	1301	5	"C"	1421	"Yellow birch"
3594	1301	5	"D"	1422	"8"
3595	1301	5	"E"	1423	"8"
3596	1301	1	"A"	1424	"9"
3597	1301	1	"B"	1425	"9"
3598	1301	1	"C"	1426	"Red maple"
3599	1301	1	"D"	1427	"Red maple"
3600	1301	1	"E"	1428	"8"
3601	1301	2	"A"	1429	"8"
3602	1301	2	"B"	1430	"9"
3603	1301	2	"C"	1431	"9"
3604	1301	2	"D"	1432	"American chestnut"
3605	1301	2	"E"	1433	"American chestnut"
3606	1301	3	"A"	1434	"Black birch"
3607	1301	3	"B"	1435	"Black birch"
3608	1301	3	"C"	1436	"Black cherry"
3609	1301	3	"D"	1437	"Black cherry"
3610	1301	3	"E"	1438	"Black locust"
3611	1301	4	"A"	1439	"Black locust"
3612	1301	4	"B"	1440	"Dogwood spp."
3613	1301	4	"C"	1441	"Fraser magnolia"
3614	1301	4	"D"	1442	"Pignut hickory"
3615	1301	4	"E"	1443	"Red maple"
3616	1301	5	"A"	1444	"Red maple"
3617	1301	5	"B"	1445	"Red oak"
3618	1301	5	"C"	1446	"Red oak"
3619	1301	5	"D"	1447	"Rhododendron"
3620	1301	5	"E"	1448	"Rhododendron"
3621	1301	1	"A"	1449	"Serviceberry"
3622	1301	1	"B"	1450	"Serviceberry"
3623	1301	1	"C"	1451	"Striped maple"
3624	1301	1	"D"	1452	"Striped maple"
3625	1301	1	"E"	1453	"Sugar maple"
3626	1301	2	"A"	1454	"Sugar maple"
3627	1301	2	"B"	1455	"White ash"
3628	1301	2	"C"	1456	"White ash"
3629	1301	2	"D"	1457	"Yellow birch"
3630	1301	2	"E"	1458	"Yellow birch"
3631	1301	3	"A"	1459	"Striped maple"
3632	1301	3	"B"	1460	"8"
3633	1301	3	"C"	1461	"8"
3634	1301	3	"D"	1462	"9"
3635	1301	3	"E"	1463	"9"
3636	1301	4	"A"	1464	"American chestnut"
3637	1301	4	"B"	1465	"American chestnut"
3638	1301	4	"C"	1466	"Basswood"
3639	1301	4	"D"	1467	"Black cherry"
3640	1301	4	"E"	1468	"Black locust"
3641	1301	5	"A"	1469	"Mountain winterberry"
3642	1301	5	"B"	1470	"Red maple"
3643	1301	5	"C"	1471	"Red maple"
3644	1301	5	"D"	1472	"Red oak"
3645	1301	5	"E"	1473	"Red oak"
3646	1301	1	"A"	1474	"Serviceberry"
3647	1301	1	"B"	1475	"Striped maple"
3648	1301	1	"C"	1476	"Striped maple"
3649	1301	1	"D"	1477	"Sugar maple"
3650	1301	1	"E"	1478	"Sugar maple"
3651	1301	2	"A"	1479	"White ash"
3652	1301	2	"B"	1480	"White ash"
3653	1301	2	"C"	1481	"Yellow birch"
3654	1301	2	"D"	1482	"Yellow birch"
3655	1301	2	"E"	1483	"8"
3656	1301	3	"A"	1484	"8"
3657	1301	3	"B"	1485	"American chestnut"
3658	1301	3	"C"	1486	"American chestnut"
3659	1301	3	"D"	1487	"Basswood"
3660	1301	3	"E"	1488	"Basswood"
3661	1301	4	"A"	1489	"Buckeye"
3662	1301	4	"B"	1490	"Buckeye"
3663	1301	4	"C"	1491	"Red maple"
3664	1301	4	"D"	1492	"Red maple"
3665	1301	4	"E"	1493	"Red oak"
3666	1301	5	"A"	1494	"Red oak"
3667	1301	5	"B"	1495	"Serviceberry"
3668	1301	5	"C"	1496	"Serviceberry"
3669	1301	5	"D"	1497	"Striped maple"
3670	1301	5	"E"	1498	"Striped maple"
3671	1301	1	"A"	1499	"Sugar maple"
3672	1301	1	"B"	1500	"Sugar maple"
3673	1301	1	"C"	1501	"White ash"
3674	1301	1	"D"	1502	"White ash"
3675	1301	1	"E"	1503	"Yellow birch"
3676	1301	2	"A"	1504	"9"
3677	1301	2	"B"	1505	"American chestnut"
3678	1301	2	"C"	1506	"American chestnut"
3679	1301	2	"D"	1507	"Basswood"
3680	1301	2	"E"	1508	"Basswood"
3681	1301	3	"A"	1509	"Buckeye"
3682	1301	3	"B"	1510	"Buckeye"
3683	1301	3	"C"	1511	"Fraser magnolia"
3684	1301	3	"D"	1512	"Red maple"
3685	1301	3	"E"	1513	"Red maple"
3686	1301	4	"A"	1514	"Red oak"
3687	1301	4	"B"	1515	"Red oak"
3688	1301	4	"C"	1516	"Striped maple"
3689	1301	4	"D"	1517	"Striped maple"
3690	1301	4	"E"	1518	"Sugar maple"
3691	1301	5	"A"	1519	"Sugar maple"
3692	1301	5	"B"	1520	"White ash"
3693	1301	5	"C"	1521	"Yellow birch"
3694	1301	5	"D"	1522	"Yellow birch"
3695	1301	5	"E"	1523	"American beech"
3696	1301	1	"A"	1524	"American beech"
3697	1301	1	"B"	1525	"American chestnut"
3698	1301	1	"C"	1526	"American chestnut"
3699	1301	1	"D"	1527	"Basswood"
3700	1301	1	"E"	1528	"Basswood"
3701	1301	2	"A"	1529	"Black birch"
3702	1301	2	"B"	1530	"Black birch"
3703	1301	2	"C"	1531	"Black cherry"
3704	1301	2	"D"	1532	"Buckeye"
3705	1301	2	"E"	1533	"Buckeye"
3706	1301	3	"A"	1534	"Red maple"
3707	1301	3	"B"	1535	"Red maple"
3708	1301	3	"C"	1536	"Red oak"
3709	1301	3	"D"	1537	"Red oak"
3710	1301	3	"E"	1538	"Serviceberry"
3711	1301	4	"A"	1539	"Serviceberry"
3712	1301	4	"B"	1540	"Striped maple"
3713	1301	4	"C"	1541	"Striped maple"
3714	1301	4	"D"	1542	"Sugar maple"
3715	1301	4	"E"	1543	"Sugar maple"
3716	1301	5	"A"	1544	"White ash"
3717	1301	5	"B"	1545	"Yellow birch"
3718	1301	5	"C"	1546	"Yellow birch"
3719	1301	5	"D"	1547	"8"
3720	1301	5	"E"	1548	"8"
3721	1301	1	"A"	1549	"9"
3722	1301	1	"B"	1550	"9"
3723	1301	1	"C"	1551	"American chestnut"
3724	1301	1	"D"	1552	"American chestnut"
3725	1301	1	"E"	1553	"Red maple"
3726	1301	2	"A"	1554	"Red maple"
3727	1301	2	"B"	1555	"Red oak"
3728	1301	2	"C"	1556	"Red oak"
3729	1301	2	"D"	1557	"Serviceberry"
3730	1301	2	"E"	1558	"Serviceberry"
3731	1301	3	"A"	1559	"Striped maple"
3732	1301	3	"B"	1560	"Striped maple"
3733	1301	3	"C"	1561	"Striped maple"
3734	1301	3	"D"	1562	"8"
3735	1301	3	"E"	1563	"8"
3736	1301	4	"A"	1564	"9"
3737	1301	4	"B"	1565	"9"
3738	1301	4	"C"	1566	"American chestnut"
3739	1301	4	"D"	1567	"American chestnut"
3740	1301	4	"E"	1568	"Red maple"
3741	1301	5	"A"	1569	"Red maple"
3742	1301	5	"B"	1570	"Red oak"
3743	1301	5	"C"	1571	"Red oak"
3744	1301	5	"D"	1572	"Striped maple"
3745	1301	5	"E"	1573	"Striped maple"
3746	1301	1	"A"	1574	"8"
3747	1301	1	"B"	1575	"8"
3748	1301	1	"C"	1576	"9"
3749	1301	1	"D"	1577	"9"
3750	1301	1	"E"	1578	"American chestnut"
3751	1301	2	"A"	1579	"American chestnut"
3752	1301	2	"B"	1580	"Red maple"
3753	1301	2	"C"	1581	"Red maple"
3754	1301	2	"D"	1582	"Red oak"
3755	1301	2	"E"	1583	"Red oak"
3756	1301	3	"A"	1584	"Striped maple"
3757	1301	3	"B"	1585	"Striped maple"
3758	1301	3	"C"	1586	"9"
3759	1301	3	"D"	1587	"9"
3760	1301	3	"E"	1588	"American chestnut"
3761	1301	4	"A"	1589	"American chestnut"
3762	1301	4	"B"	1590	"Red maple"
3763	1301	4	"C"	1591	"Red maple"
3764	1301	4	"D"	1592	"Red oak"
3765	1301	4	"E"	1593	"Red oak"
3766	1301	5	"A"	1594	"Striped maple"
3767	1301	5	"B"	1595	"Striped maple"
3768	1301	5	"C"	1596	"American chestnut"
3769	1301	5	"D"	1597	"American chestnut"
3770	1301	5	"E"	1598	"Red maple"
3771	1301	1	"A"	1599	"Red maple"
3772	1301	1	"B"	1600	"Red oak"
3773	1301	1	"C"	1601	"Red oak"
3774	1301	1	"D"	1602	"Serviceberry"
3775	1301	1	"E"	1603	"Serviceberry"
3776	1301	2	"A"	1604	"Striped maple"
3777	1301	2	"B"	1605	"Striped maple"
3778	1301	2	"C"	1606	"Yellow birch"
3779	1301	2	"D"	1607	"Yellow birch"
3780	1301	2	"E"	1608	"8"
3781	1301	3	"A"	1609	"8"
3782	1301	3	"B"	1610	"9"
3783	1301	3	"C"	1611	"9"
3784	1301	3	"D"	1612	"American chestnut"
3785	1301	3	"E"	1613	"American chestnut"
3786	1301	4	"A"	1614	"Black birch"
3787	1301	4	"B"	1615	"Black birch"
3788	1301	4	"C"	1616	"Black cherry"
3789	1301	4	"D"	1617	"Black cherry"
3790	1301	4	"E"	1618	"Black gum"
3791	1301	5	"A"	1619	"Black locust"
3792	1301	5	"B"	1620	"Black locust"
3793	1301	5	"C"	1621	"Chestnut oak"
3794	1301	5	"D"	1622	"Chestnut oak"
3795	1301	5	"E"	1623	"Cucumber magnolia"
3796	1301	1	"A"	1624	"Fraser magnolia"
3797	1301	1	"B"	1625	"Fraser magnolia"
3798	1301	1	"C"	1626	"Mountain winterberry"
3799	1301	1	"D"	1627	"Mountain winterberry"
3800	1301	1	"E"	1628	"Pignut hickory"
3801	1301	2	"A"	1629	"Red maple"
3802	1301	2	"B"	1630	"Red maple"
3803	1301	2	"C"	1631	"Red oak"
3804	1301	2	"D"	1632	"Red oak"
3805	1301	2	"E"	1633	"Sassafras"
3806	1301	3	"A"	1634	"Sassafras"
3807	1301	3	"B"	1635	"Serviceberry"
3808	1301	3	"C"	1636	"Serviceberry"
3809	1301	3	"D"	1637	"Striped maple"
3810	1301	3	"E"	1638	"Striped maple"
3811	1301	4	"A"	1639	"Sugar maple"
3812	1301	4	"B"	1640	"Sugar maple"
3813	1301	4	"C"	1641	"White oak"
3814	1301	4	"D"	1642	"White ash"
3815	1301	4	"E"	1643	"White ash"
3816	1301	5	"A"	1644	"Yellow birch"
3817	1301	5	"B"	1645	"Yellow birch"
3818	1301	5	"C"	1646	"American beech"
3819	1301	5	"D"	1647	"American beech"
3820	1301	5	"E"	1648	"Basswood"
3821	1301	1	"A"	1649	"Black cherry"
3822	1301	1	"B"	1650	"Black locust"
3823	1301	1	"C"	1651	"Buckeye"
3824	1301	1	"D"	1652	"Buckeye"
3825	1301	1	"E"	1653	"Serviceberry"
3826	1301	2	"A"	1654	"Serviceberry"
3827	1301	2	"B"	1655	"Striped maple"
3828	1301	2	"C"	1656	"Striped maple"
3829	1301	2	"D"	1657	"Sugar maple"
3830	1301	2	"E"	1658	"Sugar maple"
3831	1301	3	"A"	1659	"White ash"
3832	1301	3	"B"	1660	"White ash"
3833	1301	3	"C"	1661	"Yellow birch"
3834	1301	3	"D"	1662	"Yellow birch"
3835	1301	3	"E"	1663	"American beech"
3836	1301	4	"A"	1664	"American chestnut"
3837	1301	4	"B"	1665	"American chestnut"
3838	1301	4	"C"	1666	"Basswood"
3839	1301	4	"D"	1667	"Buckeye"
3840	1301	4	"E"	1668	"Buckeye"
3841	1301	5	"A"	1669	"Serviceberry"
3842	1301	5	"B"	1670	"Serviceberry"
3843	1301	5	"C"	1671	"Striped maple"
3844	1301	5	"D"	1672	"Striped maple"
3845	1301	5	"E"	1673	"Sugar maple"
3846	1301	1	"A"	1674	"Sugar maple"
3847	1301	1	"B"	1675	"White ash"
3848	1301	1	"C"	1676	"Witch hazel"
3849	1301	1	"D"	1677	"Yellow birch"
3850	1301	1	"E"	1678	"American chestnut"
3851	1301	2	"A"	1679	"American chestnut"
3852	1301	2	"B"	1680	"Basswood"
3853	1301	2	"C"	1681	"Basswood"
3854	1301	2	"D"	1682	"Black birch"
3855	1301	2	"E"	1683	"Black birch"
3856	1301	3	"A"	1684	"Black cherry"
3857	1301	3	"B"	1685	"Black cherry"
3858	1301	3	"C"	1686	"Black locust"
3859	1301	3	"D"	1687	"Black locust"
3860	1301	3	"E"	1688	"Cucumber magnolia"
3861	1301	4	"A"	1689	"Cucumber magnolia"
3862	1301	4	"B"	1690	"Mountain winterberry"
3863	1301	4	"C"	1691	"Mountain winterberry"
3864	1301	4	"D"	1692	"Pignut hickory"
3865	1301	4	"E"	1693	"Red maple"
3866	1301	5	"A"	1694	"Red maple"
3867	1301	5	"B"	1695	"Red oak"
3868	1301	5	"C"	1696	"Red oak"
3869	1301	5	"D"	1697	"Rhododendron"
3870	1301	5	"E"	1698	"Serviceberry"
3871	1301	1	"A"	1699	"Serviceberry"
3872	1301	1	"B"	1700	"Striped maple"
3873	1301	1	"C"	1701	"Striped maple"
3874	1301	1	"D"	1702	"Sugar maple"
3875	1301	1	"E"	1703	"Sugar maple"
3876	1301	2	"A"	1704	"Tulip poplar"
3877	1301	2	"B"	1705	"Tulip poplar"
3878	1301	2	"C"	1706	"White ash"
3879	1301	2	"D"	1707	"White ash"
3880	1301	2	"E"	1708	"American chestnut"
3881	1301	3	"A"	1709	"American chestnut"
3882	1301	3	"B"	1710	"Basswood"
3883	1301	3	"C"	1711	"Basswood"
3884	1301	3	"D"	1712	"Black cherry"
3885	1301	3	"E"	1713	"Black cherry"
3886	1301	4	"A"	1714	"Black gum"
3887	1301	4	"B"	1715	"Cucumber magnolia"
3888	1301	4	"C"	1716	"Cucumber magnolia"
3889	1301	4	"D"	1717	"Fraser magnolia"
3890	1301	4	"E"	1718	"Pignut hickory"
3891	1301	5	"A"	1719	"Pignut hickory"
3892	1301	5	"B"	1720	"Red maple"
3893	1301	5	"C"	1721	"Red maple"
3894	1301	5	"D"	1722	"Serviceberry"
3895	1301	5	"E"	1723	"Serviceberry"
3896	1301	1	"A"	1724	"Striped maple"
3897	1301	1	"B"	1725	"Striped maple"
3898	1301	1	"C"	1726	"Sugar maple"
3899	1301	1	"D"	1727	"Sugar maple"
3900	1301	1	"E"	1728	"White ash"
3901	1301	2	"A"	1729	"White ash"
3902	1301	2	"B"	1730	"Yellow birch"
3903	1301	2	"C"	1731	"Yellow birch"
3904	1301	2	"D"	1732	"American chestnut"
3905	1301	2	"E"	1733	"American chestnut"
3906	1301	3	"A"	1734	"Black birch"
3907	1301	3	"B"	1735	"Black birch"
3908	1301	3	"C"	1736	"Black cherry"
3909	1301	3	"D"	1737	"Black gum"
3910	1301	3	"E"	1738	"Cucumber magnolia"
3911	1301	4	"A"	1739	"Fraser magnolia"
3912	1301	4	"B"	1740	"Fraser magnolia"
3913	1301	4	"C"	1741	"Mountain winterberry"
3914	1301	4	"D"	1742	"Mountain winterberry"
3915	1301	4	"E"	1743	"Red maple"
3916	1301	5	"A"	1744	"Red maple"
3917	1301	5	"B"	1745	"Red oak"
3918	1301	5	"C"	1746	"Red oak"
3919	1301	5	"D"	1747	"Rhododendron"
3920	1301	5	"E"	1748	"Rhododendron"
3921	1301	1	"A"	1749	"Sassafras"
3922	1301	1	"B"	1750	"Sassafras"
3923	1301	1	"C"	1751	"Serviceberry"
3924	1301	1	"D"	1752	"Serviceberry"
3925	1301	1	"E"	1753	"Striped maple"
3926	1301	2	"A"	1754	"Striped maple"
3927	1301	2	"B"	1755	"Witch hazel"
3928	1301	2	"C"	1756	"Witch hazel"
3929	1301	2	"D"	1757	"Yellow birch"
3930	1301	2	"E"	1758	"8"
3931	1301	3	"A"	1759	"8"
3932	1301	3	"B"	1760	"9"
3933	1301	3	"C"	1761	"9"
3934	1301	3	"D"	1762	"American chestnut"
3935	1301	3	"E"	1763	"American chestnut"
3936	1301	4	"A"	1764	"Black birch"
3937	1301	4	"B"	1765	"Black birch"
3938	1301	4	"C"	1766	"Black cherry"
3939	1301	4	"D"	1767	"Black cherry"
3940	1301	4	"E"	1768	"Black locust"
3941	1301	5	"A"	1769	"Black locust"
3942	1301	5	"B"	1770	"Dogwood spp."
3943	1301	5	"C"	1771	"Dogwood spp."
3944	1301	5	"D"	1772	"Red maple"
3945	1301	5	"E"	1773	"Red maple"
3946	1301	1	"A"	1774	"Red oak"
3947	1301	1	"B"	1775	"Red oak"
3948	1301	1	"C"	1776	"Rhododendron"
3949	1301	1	"D"	1777	"Rhododendron"
3950	1301	1	"E"	1778	"Serviceberry"
3951	1301	2	"A"	1779	"Serviceberry"
3952	1301	2	"B"	1780	"Striped maple"
3953	1301	2	"C"	1781	"Striped maple"
3954	1301	2	"D"	1782	"White ash"
3955	1301	2	"E"	1783	"White ash"
3956	1301	3	"A"	1784	"Yellow birch"
3957	1301	3	"B"	1785	"8"
3958	1301	3	"C"	1786	"8"
3959	1301	3	"D"	1787	"9"
3960	1301	3	"E"	1788	"9"
3961	1301	4	"A"	1789	"American chestnut"
3962	1301	4	"B"	1790	"American chestnut"
3963	1301	4	"C"	1791	"Black cherry"
3964	1301	4	"D"	1792	"Black cherry"
3965	1301	4	"E"	1793	"Cucumber magnolia"
3966	1301	5	"A"	1794	"Cucumber magnolia"
3967	1301	5	"B"	1795	"Fraser magnolia"
3968	1301	5	"C"	1796	"Fraser magnolia"
3969	1301	5	"D"	1797	"Red maple"
3970	1301	5	"E"	1798	"Red maple"
3971	1301	1	"A"	1799	"Red oak"
3972	1301	1	"B"	1800	"Red oak"
3973	1301	1	"C"	1801	"Serviceberry"
3974	1301	1	"D"	1802	"Serviceberry"
3975	1301	1	"E"	1803	"Striped maple"
3976	1301	2	"A"	1804	"Striped maple"
3977	1301	2	"B"	1805	"Sugar maple"
3978	1301	2	"C"	1806	"Sugar maple"
3979	1301	2	"D"	1807	"White ash"
3980	1301	2	"E"	1808	"White ash"
3981	1301	3	"A"	1809	"Witch hazel"
3982	1301	3	"B"	1810	"Witch hazel"
3983	1301	3	"C"	1811	"Yellow birch"
3984	1301	3	"D"	1812	"Yellow birch"
3985	1301	3	"E"	1813	"9"
3986	1301	4	"A"	1814	"9"
3987	1301	4	"B"	1815	"American beech"
3988	1301	4	"C"	1816	"American beech"
3989	1301	4	"D"	1817	"American chestnut"
3990	1301	4	"E"	1818	"American chestnut"
3991	1301	5	"A"	1819	"Black cherry"
3992	1301	5	"B"	1820	"Buckeye"
3993	1301	5	"C"	1821	"Buckeye"
3994	1301	5	"D"	1822	"Red maple"
3995	1301	5	"E"	1823	"Red maple"
3996	1301	1	"A"	1824	"Red oak"
3997	1301	1	"B"	1825	"Red oak"
3998	1301	1	"C"	1826	"Striped maple"
3999	1301	1	"D"	1827	"Striped maple"
4000	1301	1	"E"	1828	"Sugar maple"
4001	1301	2	"A"	1829	"Sugar maple"
4002	1301	2	"B"	1830	"Witch hazel"
4003	1301	2	"C"	1831	"Witch hazel"
4004	1301	2	"D"	1832	"American beech"
4005	1301	2	"E"	1833	"American beech"
4006	1301	3	"A"	1834	"American chestnut"
4007	1301	3	"B"	1835	"American chestnut"
4008	1301	3	"C"	1836	"Red maple"
4009	1301	3	"D"	1837	"Red maple"
4010	1301	3	"E"	1838	"Rhododendron"
4011	1301	4	"A"	1839	"Rhododendron"
4012	1301	4	"B"	1840	"Serviceberry"
4013	1301	4	"C"	1841	"Serviceberry"
4014	1301	4	"D"	1842	"Striped maple"
4015	1301	4	"E"	1843	"Striped maple"
4016	1301	5	"A"	1844	"Sugar maple"
4017	1301	5	"B"	1845	"Sugar maple"
4018	1301	5	"C"	1846	"Witch hazel"
4019	1301	5	"D"	1847	"Witch hazel"
4020	1301	5	"E"	1848	"Yellow birch"
4021	1301	1	"A"	1849	"Yellow birch"
4022	1301	1	"B"	1850	"8"
4023	1301	1	"C"	1851	"8"
4024	1301	1	"D"	1852	"9"
4025	1301	1	"E"	1853	"9"
4026	1301	2	"A"	1854	"American chestnut"
4027	1301	2	"B"	1855	"American chestnut"
4028	1301	2	"C"	1856	"Red maple"
4029	1301	2	"D"	1857	"Red maple"
4030	1301	2	"E"	1858	"Red oak"
4031	1301	3	"A"	1859	"Red oak"
4032	1301	3	"B"	1860	"Serviceberry"
4033	1301	3	"C"	1861	"Serviceberry"
4034	1301	3	"D"	1862	"Striped maple"
4035	1301	3	"E"	1863	"Striped maple"
4036	1301	4	"A"	1864	"8"
4037	1301	4	"B"	1865	"8"
4038	1301	4	"C"	1866	"9"
4039	1301	4	"D"	1867	"9"
4040	1301	4	"E"	1868	"American chestnut"
4041	1301	5	"A"	1869	"American chestnut"
4042	1301	5	"B"	1870	"Red maple"
4043	1301	5	"C"	1871	"Red maple"
4044	1301	5	"D"	1872	"Red oak"
4045	1301	5	"E"	1873	"Red oak"
4046	1301	1	"A"	1874	"Striped maple"
4047	1301	1	"B"	1875	"Striped maple"
4048	1301	1	"C"	1876	"8"
4049	1301	1	"D"	1877	"8"
4050	1301	1	"E"	1878	"9"
4051	1301	2	"A"	1879	"9"
4052	1301	2	"B"	1880	"American chestnut"
4053	1301	2	"C"	1881	"American chestnut"
4054	1301	2	"D"	1882	"Red maple"
4055	1301	2	"E"	1883	"Red maple"
4056	1301	3	"A"	1884	"Red oak"
4057	1301	3	"B"	1885	"Red oak"
4058	1301	3	"C"	1886	"Striped maple"
4059	1301	3	"D"	1887	"Striped maple"
