"ID"	"SiteFK"	"Circle"	"Orientation"	"Code"	"Species"
2815	1300	4	"C"	643	"American chestnut"
2816	1300	4	"D"	644	"Dogwood spp."
2817	1300	4	"E"	645	"Dogwood spp."
2818	1300	5	"A"	646	"Hawthorn sp."
2819	1300	5	"B"	647	"Hawthorn sp."
2820	1300	5	"C"	648	"Mountain winterberry"
2821	1300	5	"D"	649	"Mountain winterberry"
2822	1300	5	"E"	650	"Red maple"
2823	1300	1	"A"	651	"Red maple"
2824	1300	1	"B"	652	"Red oak"
2825	1300	1	"C"	653	"Red oak"
2826	1300	1	"D"	654	"Rhododendron"
2827	1300	1	"E"	655	"Rhododendron"
2828	1300	2	"A"	656	"Serviceberry"
2829	1300	2	"B"	657	"Serviceberry"
2830	1300	2	"C"	658	"Striped maple"
2831	1300	2	"D"	659	"Striped maple"
2832	1300	2	"E"	660	"White ash"
2833	1300	3	"A"	661	"Witch hazel"
2834	1300	3	"B"	662	"Witch hazel"
2835	1300	3	"C"	663	"Yellow birch"
2836	1300	3	"D"	664	"Yellow birch"
2837	1300	3	"E"	665	"American chestnut"
2838	1300	4	"A"	666	"American chestnut"
2839	1300	4	"B"	667	"Mountain winterberry"
2840	1300	4	"C"	668	"Mountain winterberry"
2841	1300	4	"D"	669	"Red maple"
2842	1300	4	"E"	670	"Red maple"
2843	1300	5	"A"	671	"Red oak"
2844	1300	5	"B"	672	"Red oak"
2845	1300	5	"C"	673	"Serviceberry"
2846	1300	5	"D"	674	"Serviceberry"
2847	1300	5	"E"	675	"Striped maple"
2848	1300	1	"A"	676	"Witch hazel"
2849	1300	1	"B"	677	"Witch hazel"
2850	1300	1	"C"	678	"American chestnut"
2851	1300	1	"D"	679	"American chestnut"
2852	1300	1	"E"	680	"Red maple"
2853	1300	2	"A"	681	"Red maple"
2854	1300	2	"B"	682	"Red oak"
2855	1300	2	"C"	683	"Red oak"
2856	1300	2	"D"	684	"Rhododendron"
2857	1300	2	"E"	685	"Rhododendron"
2858	1300	3	"A"	686	"Serviceberry"
2859	1300	3	"B"	687	"Serviceberry"
2860	1300	3	"C"	688	"Witch hazel"
2861	1300	3	"D"	689	"Witch hazel"
2862	1300	3	"E"	690	"8"
2863	1300	4	"A"	691	"8"
2864	1300	4	"B"	692	"9"
2865	1300	4	"C"	693	"American chestnut"
2866	1300	4	"D"	694	"American chestnut"
2867	1300	4	"E"	695	"Fraser magnolia"
2868	1300	5	"A"	696	"Mountain winterberry"
2869	1300	5	"B"	697	"Mountain winterberry"
2870	1300	5	"C"	698	"Red maple"
2871	1300	5	"D"	699	"Red maple"
2872	1300	5	"E"	700	"Red oak"
2873	1300	1	"A"	701	"Red oak"
2874	1300	1	"B"	702	"Rhododendron"
2875	1300	1	"C"	703	"Rhododendron"
2876	1300	1	"D"	704	"Serviceberry"
2877	1300	1	"E"	705	"Serviceberry"
2878	1300	2	"A"	706	"Striped maple"
2879	1300	2	"B"	707	"Witch hazel"
2880	1300	2	"C"	708	"Witch hazel"
2881	1300	2	"D"	709	"Yellow birch"
2882	1300	2	"E"	710	"Yellow birch"
2883	1300	3	"A"	711	"8"
2884	1300	3	"B"	712	"8"
2885	1300	3	"C"	713	"American chestnut"
2886	1300	3	"D"	714	"American chestnut"
2887	1300	3	"E"	715	"Red maple"
2888	1300	4	"A"	716	"Red maple"
2889	1300	4	"B"	717	"Striped maple"
2890	1300	4	"C"	718	"Striped maple"
2891	1300	4	"D"	719	"8"
2892	1300	4	"E"	720	"8"
2893	1300	5	"A"	721	"American chestnut"
2894	1300	5	"B"	722	"American chestnut"
2895	1300	5	"C"	723	"Mountain winterberry"
2896	1300	5	"D"	724	"Red maple"
2897	1300	5	"E"	725	"Red maple"
2898	1300	1	"A"	726	"Red oak"
2899	1300	1	"B"	727	"Red oak"
2900	1300	1	"C"	728	"Rhododendron"
2901	1300	1	"D"	729	"Rhododendron"
2902	1300	1	"E"	730	"Serviceberry"
2903	1300	2	"A"	731	"Serviceberry"
2904	1300	2	"B"	732	"Striped maple"
2905	1300	2	"C"	733	"Striped maple"
2906	1300	2	"D"	734	"Witch hazel"
2907	1300	2	"E"	735	"Witch hazel"
2908	1300	3	"A"	736	"Yellow birch"
2909	1300	3	"B"	737	"Yellow birch"
2910	1300	3	"C"	738	"Black locust"
2911	1300	3	"D"	739	"Black locust"
2912	1300	3	"E"	740	"Mountain winterberry"
2913	1300	4	"A"	741	"Mountain winterberry"
2914	1300	4	"B"	742	"Red maple"
2915	1300	4	"C"	743	"Red maple"
2916	1300	4	"D"	744	"Red oak"
2917	1300	4	"E"	745	"Red oak"
2918	1300	5	"A"	746	"Rhododendron"
2919	1300	5	"B"	747	"Rhododendron"
2920	1300	5	"C"	748	"Serviceberry"
2921	1300	5	"D"	749	"Serviceberry"
2922	1300	5	"E"	750	"Striped maple"
2923	1300	1	"A"	751	"Striped maple"
2924	1300	1	"B"	752	"Witch hazel"
2925	1300	1	"C"	753	"Witch hazel"
2926	1300	1	"D"	754	"Yellow birch"
2927	1300	1	"E"	755	"Yellow birch"
2928	1300	2	"A"	756	"8"
2929	1300	2	"B"	757	"8"
2930	1300	2	"C"	758	"9"
2931	1300	2	"D"	759	"9"
2932	1300	2	"E"	760	"American chestnut"
2933	1300	3	"A"	761	"American chestnut"
2934	1300	3	"B"	762	"Mountain winterberry"
2935	1300	3	"C"	763	"Mountain winterberry"
2936	1300	3	"D"	764	"Red maple"
2937	1300	3	"E"	765	"Red maple"
2938	1300	4	"A"	766	"Red oak"
2939	1300	4	"B"	767	"Red oak"
2940	1300	4	"C"	768	"Rhododendron"
2941	1300	4	"D"	769	"Rhododendron"
2942	1300	4	"E"	770	"Serviceberry"
2943	1300	5	"A"	771	"Witch hazel"
2944	1300	5	"B"	772	"Witch hazel"
2945	1300	5	"C"	773	"American chestnut"
2946	1300	5	"D"	774	"American chestnut"
2947	1300	5	"E"	775	"Mountain winterberry"
2948	1300	1	"A"	776	"Mountain winterberry"
2949	1300	1	"B"	777	"Red maple"
2950	1300	1	"C"	778	"Red maple"
2951	1300	1	"D"	779	"Red oak"
2952	1300	1	"E"	780	"Red oak"
2953	1300	2	"A"	781	"Rhododendron"
2954	1300	2	"B"	782	"Rhododendron"
2955	1300	2	"C"	783	"Serviceberry"
2956	1300	2	"D"	784	"Serviceberry"
2957	1300	2	"E"	785	"Striped maple"
2958	1300	3	"A"	786	"Striped maple"
2959	1300	3	"B"	787	"White oak"
2960	1300	3	"C"	788	"Witch hazel"
2961	1300	3	"D"	789	"Witch hazel"
2962	1300	3	"E"	790	"Yellow birch"
2963	1300	4	"A"	791	"Yellow birch"
2964	1300	4	"B"	792	"8"
2965	1300	4	"C"	793	"8"
2966	1300	4	"D"	794	"Mountain winterberry"
2967	1300	4	"E"	795	"Mountain winterberry"
2968	1300	5	"A"	796	"Red maple"
2969	1300	5	"B"	797	"Red maple"
2970	1300	5	"C"	798	"Red oak"
2971	1300	5	"D"	799	"Rhododendron"
2972	1300	5	"E"	800	"Rhododendron"
2973	1300	1	"A"	801	"Serviceberry"
2974	1300	1	"B"	802	"Serviceberry"
2975	1300	1	"C"	803	"Striped maple"
2976	1300	1	"D"	804	"Yellow birch"
2977	1300	1	"E"	805	"Yellow birch"
2978	1300	2	"A"	806	"8"
2979	1300	2	"B"	807	"8"
2980	1300	2	"C"	808	"Red maple"
2981	1300	2	"D"	809	"Red maple"
2982	1300	2	"E"	810	"8"
2983	1300	3	"A"	811	"8"
2984	1300	3	"B"	812	"American chestnut"
2985	1300	3	"C"	813	"American chestnut"
2986	1300	3	"D"	814	"Fraser magnolia"
2987	1300	3	"E"	815	"Mountain winterberry"
2988	1300	4	"A"	816	"Mountain winterberry"
2989	1300	4	"B"	817	"Red maple"
2990	1300	4	"C"	818	"Red maple"
2991	1300	4	"D"	819	"Red oak"
2992	1300	4	"E"	820	"Red oak"
2993	1300	5	"A"	821	"Serviceberry"
2994	1300	5	"B"	822	"Serviceberry"
2995	1300	5	"C"	823	"Striped maple"
2996	1300	5	"D"	824	"Striped maple"
2997	1300	5	"E"	825	"Witch hazel"
2998	1300	1	"A"	826	"Witch hazel"
2999	1300	1	"B"	827	"Yellow birch"
3000	1300	1	"C"	828	"Yellow birch"
3001	1300	1	"D"	829	"American beech"
3002	1300	1	"E"	830	"American beech"
3003	1300	2	"A"	831	"American chestnut"
3004	1300	2	"B"	832	"American chestnut"
3005	1300	2	"C"	833	"Black cherry"
3006	1300	2	"D"	834	"Black cherry"
3007	1300	2	"E"	835	"Fraser magnolia"
3008	1300	3	"A"	836	"Fraser magnolia"
3009	1300	3	"B"	837	"Mountain winterberry"
3010	1300	3	"C"	838	"Mountain winterberry"
3011	1300	3	"D"	839	"Red maple"
3012	1300	3	"E"	840	"Red maple"
3013	1300	4	"A"	841	"Red oak"
3014	1300	4	"B"	842	"Red oak"
3015	1300	4	"C"	843	"Rhododendron"
3016	1300	4	"D"	844	"Rhododendron"
3017	1300	4	"E"	845	"Serviceberry"
3018	1300	5	"A"	846	"Serviceberry"
3019	1300	5	"B"	847	"Striped maple"
3020	1300	5	"C"	848	"Striped maple"
3021	1300	5	"D"	849	"Witch hazel"
3022	1300	5	"E"	850	"Yellow birch"
3023	1300	1	"A"	851	"Yellow birch"
3024	1300	1	"B"	852	"8"
3025	1300	1	"C"	853	"8"
3026	1300	1	"D"	854	"9"
3027	1300	1	"E"	855	"9"
3028	1300	2	"A"	856	"American chestnut"
3029	1300	2	"B"	857	"American chestnut"
3030	1300	2	"C"	858	"Red maple"
3031	1300	2	"D"	859	"Red maple"
3032	1300	2	"E"	860	"Red oak"
3033	1300	3	"A"	861	"Red oak"
3034	1300	3	"B"	862	"Rhododendron"
3035	1300	3	"C"	863	"Rhododendron"
3036	1300	3	"D"	864	"Striped maple"
3037	1300	3	"E"	865	"Striped maple"
3038	1300	4	"A"	866	"Witch hazel"
3039	1300	4	"B"	867	"Witch hazel"
3040	1300	4	"C"	868	"Yellow birch"
3041	1300	4	"D"	869	"Yellow birch"
3042	1300	4	"E"	870	"American beech"
3043	1300	5	"A"	871	"American chestnut"
3044	1300	5	"B"	872	"American chestnut"
3045	1300	5	"C"	873	"Buckeye"
3046	1300	5	"D"	874	"Fraser magnolia"
3047	1300	5	"E"	875	"Mountain winterberry"
3048	1300	1	"A"	876	"Mountain winterberry"
3049	1300	1	"B"	877	"Red maple"
3050	1300	1	"C"	878	"Red maple"
3051	1300	1	"D"	879	"Red oak"
3052	1300	1	"E"	880	"Red oak"
3053	1300	2	"A"	881	"Rhododendron"
3054	1300	2	"B"	882	"Rhododendron"
3055	1300	2	"C"	883	"Serviceberry"
3056	1300	2	"D"	884	"Serviceberry"
3057	1300	2	"E"	885	"Striped maple"
3058	1300	3	"A"	886	"Striped maple"
3059	1300	3	"B"	887	"Witch hazel"
3060	1300	3	"C"	888	"Witch hazel"
3061	1300	3	"D"	889	"Yellow birch"
3062	1300	3	"E"	890	"Yellow birch"
3063	1300	4	"A"	891	"8"
3064	1300	4	"B"	892	"8"
3065	1300	4	"C"	893	"Cucumber magnolia"
3066	1300	4	"D"	894	"Fraser magnolia"
3067	1300	4	"E"	895	"Mountain winterberry"
3068	1300	5	"A"	896	"Mountain winterberry"
3069	1300	5	"B"	897	"Red maple"
3070	1300	5	"C"	898	"Red maple"
3071	1300	5	"D"	899	"Red oak"
3072	1300	5	"E"	900	"Red oak"
3073	1300	1	"A"	901	"Rhododendron"
3074	1300	1	"B"	902	"Rhododendron"
3075	1300	1	"C"	903	"Serviceberry"
3076	1300	1	"D"	904	"Serviceberry"
3077	1300	1	"E"	905	"Striped maple"
3078	1300	2	"A"	906	"Yellow birch"
3079	1300	2	"B"	907	"Yellow birch"
3080	1300	2	"C"	908	"8"
3081	1300	2	"D"	909	"8"
3082	1300	2	"E"	910	"Red maple"
3083	1300	3	"A"	911	"Red maple"
3084	1300	3	"B"	912	"8"
3085	1300	3	"C"	913	"8"
3086	1300	3	"D"	914	"American chestnut"
3087	1300	3	"E"	915	"American chestnut"
3088	1300	4	"A"	916	"Chestnut oak"
3089	1300	4	"B"	917	"Mountain winterberry"
3090	1300	4	"C"	918	"Mountain winterberry"
3091	1300	4	"D"	919	"Red maple"
3092	1300	4	"E"	920	"Red maple"
3093	1300	5	"A"	921	"Red oak"
3094	1300	5	"B"	922	"Red oak"
3095	1300	5	"C"	923	"Rhododendron"
3096	1300	5	"D"	924	"Rhododendron"
3097	1300	5	"E"	925	"Sassafras"
3098	1300	1	"A"	926	"Serviceberry"
3099	1300	1	"B"	927	"Serviceberry"
3100	1300	1	"C"	928	"Striped maple"
3101	1300	1	"D"	929	"Striped maple"
3102	1300	1	"E"	930	"Witch hazel"
3103	1300	2	"A"	931	"Witch hazel"
3104	1300	2	"B"	932	"Yellow birch"
3105	1300	2	"C"	933	"Yellow birch"
3106	1300	2	"D"	934	"Red maple"
3107	1300	2	"E"	935	"Striped maple"
3108	1300	3	"A"	936	"8"
3109	1300	3	"B"	937	"8"
3110	1300	3	"C"	938	"American beech"
3111	1300	3	"D"	939	"American chestnut"
3112	1300	3	"E"	940	"American chestnut"
3113	1300	4	"A"	941	"Black birch"
3114	1300	4	"B"	942	"Black locust"
3115	1300	4	"C"	943	"Mountain winterberry"
3116	1300	4	"D"	944	"Mountain winterberry"
3117	1300	4	"E"	945	"Red maple"
3118	1300	5	"A"	946	"Red maple"
3119	1300	5	"B"	947	"Red oak"
3120	1300	5	"C"	948	"Red oak"
3121	1300	5	"D"	949	"Rhododendron"
3122	1300	5	"E"	950	"Rhododendron"
3123	1300	1	"A"	951	"Serviceberry"
3124	1300	1	"B"	952	"Serviceberry"
3125	1300	1	"C"	953	"Striped maple"
3126	1300	1	"D"	954	"Striped maple"
3127	1300	1	"E"	955	"Witch hazel"
3128	1300	2	"A"	956	"Witch hazel"
3129	1300	2	"B"	957	"Yellow birch"
3130	1300	2	"C"	958	"Yellow birch"
3131	1300	2	"D"	959	"8"
3132	1300	2	"E"	960	"8"
3133	1300	3	"A"	961	"9"
3134	1300	3	"B"	962	"9"
3135	1300	3	"C"	963	"American beech"
3136	1300	3	"D"	964	"American beech"
3137	1300	3	"E"	965	"American chestnut"
3138	1300	4	"A"	966	"American chestnut"
3139	1300	4	"B"	967	"Black locust"
3140	1300	4	"C"	968	"Mountain winterberry"
3141	1300	4	"D"	969	"Red maple"
3142	1300	4	"E"	970	"Red maple"
3143	1300	5	"A"	971	"Red oak"
3144	1300	5	"B"	972	"Red oak"
3145	1300	5	"C"	973	"Rhododendron"
3146	1300	5	"D"	974	"Rhododendron"
3147	1300	5	"E"	975	"Serviceberry"
3148	1300	1	"A"	976	"Striped maple"
3149	1300	1	"B"	977	"Striped maple"
3150	1300	1	"C"	978	"White ash"
3151	1300	1	"D"	979	"Yellow birch"
3152	1300	1	"E"	980	"Yellow birch"
3153	1300	2	"A"	981	"American beech"
3154	1300	2	"B"	982	"American chestnut"
3155	1300	2	"C"	983	"American chestnut"
3156	1300	2	"D"	984	"Black birch"
3157	1300	2	"E"	985	"Black birch"
3158	1300	3	"A"	986	"Black cherry"
3159	1300	3	"B"	987	"Fraser magnolia"
3160	1300	3	"C"	988	"Mountain winterberry"
3161	1300	3	"D"	989	"Mountain winterberry"
3162	1300	3	"E"	990	"Red maple"
3163	1300	4	"A"	991	"Red maple"
3164	1300	4	"B"	992	"Red oak"
3165	1300	4	"C"	993	"Red oak"
3166	1300	4	"D"	994	"Serviceberry"
3167	1300	4	"E"	995	"Serviceberry"
3168	1300	5	"A"	996	"Striped maple"
3169	1300	5	"B"	997	"Striped maple"
3170	1300	5	"C"	998	"Witch hazel"
3171	1300	5	"D"	999	"Witch hazel"
3172	1300	5	"E"	1000	"Yellow birch"
3173	1300	1	"A"	1001	"Yellow birch"
3174	1300	1	"B"	1002	"8"
3175	1300	1	"C"	1003	"8"
3176	1300	1	"D"	1004	"American chestnut"
3177	1300	1	"E"	1005	"American chestnut"
3178	1300	2	"A"	1006	"Mountain winterberry"
3179	1300	2	"B"	1007	"Mountain winterberry"
3180	1300	2	"C"	1008	"Red maple"
3181	1300	2	"D"	1009	"Red maple"
3182	1300	2	"E"	1010	"Red oak"
3183	1300	3	"A"	1011	"Red oak"
3184	1300	3	"B"	1012	"Rhododendron"
3185	1300	3	"C"	1013	"Rhododendron"
3186	1300	3	"D"	1014	"Serviceberry"
3187	1300	3	"E"	1015	"Serviceberry"
3188	1300	4	"A"	1016	"Striped maple"
3189	1300	4	"B"	1017	"Striped maple"
3190	1300	4	"C"	1018	"Yellow birch"
3191	1300	4	"D"	1019	"Yellow birch"
3192	1300	4	"E"	1020	"8"
3193	1300	5	"A"	1021	"8"
3194	1300	5	"B"	1022	"Red maple"
3195	1300	5	"C"	1023	"Red maple"
3196	1300	5	"D"	1024	"8"
3197	1300	5	"E"	1025	"8"
3198	1300	1	"A"	1026	"American chestnut"
3199	1300	1	"B"	1027	"American chestnut"
3200	1300	1	"C"	1028	"Mountain winterberry"
3201	1300	1	"D"	1029	"Mountain winterberry"
3202	1300	1	"E"	1030	"Red maple"
3203	1300	2	"A"	1031	"Red maple"
3204	1300	2	"B"	1032	"Red oak"
3205	1300	2	"C"	1033	"Red oak"
3206	1300	2	"D"	1034	"Rhododendron"
3207	1300	2	"E"	1035	"Rhododendron"
3208	1300	3	"A"	1036	"Serviceberry"
3209	1300	3	"B"	1037	"Serviceberry"
3210	1300	3	"C"	1038	"Striped maple"
3211	1300	3	"D"	1039	"Yellow birch"
3212	1300	3	"E"	1040	"Yellow birch"
3213	1300	4	"A"	1041	"8"
3214	1300	4	"B"	1042	"8"
3215	1300	4	"C"	1043	"American chestnut"
3216	1300	4	"D"	1044	"American chestnut"
3217	1300	4	"E"	1045	"Black birch"
3218	1300	5	"A"	1046	"Black birch"
3219	1300	5	"B"	1047	"Black cherry"
3220	1300	5	"C"	1048	"Black cherry"
3221	1300	5	"D"	1049	"Cucumber magnolia"
3222	1300	5	"E"	1050	"Cucumber magnolia"
3223	1300	1	"A"	1051	"Fraser magnolia"
3224	1300	1	"B"	1052	"Fraser magnolia"
3225	1300	1	"C"	1053	"Mountain winterberry"
3226	1300	1	"D"	1054	"Mountain winterberry"
3227	1300	1	"E"	1055	"Red maple"
3228	1300	2	"A"	1056	"Red maple"
3229	1300	2	"B"	1057	"Red oak"
3230	1300	2	"C"	1058	"Red oak"
3231	1300	2	"D"	1059	"Rhododendron"
3232	1300	2	"E"	1060	"Rhododendron"
3233	1300	3	"A"	1061	"Serviceberry"
3234	1300	3	"B"	1062	"Serviceberry"
3235	1300	3	"C"	1063	"Striped maple"
3236	1300	3	"D"	1064	"Striped maple"
3237	1300	3	"E"	1065	"Witch hazel"
3238	1300	4	"A"	1066	"Yellow birch"
3239	1300	4	"B"	1067	"Yellow birch"
3240	1300	4	"C"	1068	"8"
3241	1300	4	"D"	1069	"8"
3242	1300	4	"E"	1070	"American chestnut"
3243	1300	5	"A"	1071	"American chestnut"
3244	1300	5	"B"	1072	"Black birch"
3245	1300	5	"C"	1073	"Black birch"
3246	1300	5	"D"	1074	"Black locust"
3247	1300	5	"E"	1075	"Black locust"
3248	1300	1	"A"	1076	"Cucumber magnolia"
3249	1300	1	"B"	1077	"Cucumber magnolia"
3250	1300	1	"C"	1078	"Mountain winterberry"
3251	1300	1	"D"	1079	"Mountain winterberry"
3252	1300	1	"E"	1080	"Red maple"
3253	1300	2	"A"	1081	"Red maple"
3254	1300	2	"B"	1082	"Red oak"
3255	1300	2	"C"	1083	"Red oak"
3256	1300	2	"D"	1084	"Rhododendron"
3257	1300	2	"E"	1085	"Serviceberry"
3258	1300	3	"A"	1086	"Serviceberry"
3259	1300	3	"B"	1087	"Striped maple"
3260	1300	3	"C"	1088	"Striped maple"
3261	1300	3	"D"	1089	"White oak"
3262	1300	3	"E"	1090	"White oak"
3263	1300	4	"A"	1091	"White ash"
3264	1300	4	"B"	1092	"Witch hazel"
3265	1300	4	"C"	1093	"Witch hazel"
3266	1300	4	"D"	1094	"American chestnut"
3267	1300	4	"E"	1095	"American chestnut"
3268	1300	5	"A"	1096	"Black birch"
3269	1300	5	"B"	1097	"Black birch"
3270	1300	5	"C"	1098	"Black locust"
3271	1300	5	"D"	1099	"Mountain winterberry"
3272	1300	5	"E"	1100	"Mountain winterberry"
3273	1300	1	"A"	1101	"Red maple"
3274	1300	1	"B"	1102	"Red maple"
3275	1300	1	"C"	1103	"Red oak"
3276	1300	1	"D"	1104	"Red oak"
3277	1300	1	"E"	1105	"Rhododendron"
3278	1300	2	"A"	1106	"Rhododendron"
3279	1300	2	"B"	1107	"Serviceberry"
3280	1300	2	"C"	1108	"Serviceberry"
3281	1300	2	"D"	1109	"Striped maple"
3282	1300	2	"E"	1110	"Striped maple"
3283	1300	3	"A"	1111	"White ash"
3284	1300	3	"B"	1112	"Witch hazel"
3285	1300	3	"C"	1113	"Witch hazel"
3286	1300	3	"D"	1114	"Yellow birch"
3287	1300	3	"E"	1115	"Yellow birch"
3288	1300	4	"A"	1116	"Red maple"
3289	1300	4	"B"	1117	"8"
3290	1300	4	"C"	1118	"8"
3291	1300	4	"D"	1119	"American chestnut"
3292	1300	4	"E"	1120	"Mountain winterberry"
3293	1300	5	"A"	1121	"Mountain winterberry"
3294	1300	5	"B"	1122	"Red maple"
3295	1300	5	"C"	1123	"Red maple"
3296	1300	5	"D"	1124	"Red oak"
3297	1300	5	"E"	1125	"Red oak"
3298	1300	1	"A"	1126	"Rhododendron"
3299	1300	1	"B"	1127	"Rhododendron"
3300	1300	1	"C"	1128	"Serviceberry"
3301	1300	1	"D"	1129	"Serviceberry"
3302	1300	1	"E"	1130	"Striped maple"
3303	1300	2	"A"	1131	"Striped maple"
3304	1300	2	"B"	1132	"Yellow birch"
3305	1300	2	"C"	1133	"Yellow birch"
3306	1300	2	"D"	1134	"8"
3307	1300	2	"E"	1135	"8"
3308	1300	3	"A"	1136	"Red maple"
3309	1300	3	"B"	1137	"Red maple"
3310	1300	3	"C"	1138	"8"
3311	1300	3	"D"	1139	"8"
3312	1300	3	"E"	1140	"8"
3313	1300	4	"A"	1141	"8"
3314	1300	4	"B"	1142	"9"
3315	1300	4	"C"	1143	"9"
3316	1300	4	"D"	1144	"American chestnut"
3317	1300	4	"E"	1145	"American chestnut"
3318	1300	5	"A"	1146	"Mountain winterberry"
3319	1300	5	"B"	1147	"Mountain winterberry"
3320	1300	5	"C"	1148	"Red maple"
3321	1300	5	"D"	1149	"Red maple"
3322	1300	5	"E"	1150	"Red oak"
3323	1300	1	"A"	1151	"Red oak"
3324	1300	1	"B"	1152	"Rhododendron"
3325	1300	1	"C"	1153	"Rhododendron"
3326	1300	1	"D"	1154	"Serviceberry"
3327	1300	1	"E"	1155	"Serviceberry"
3328	1300	2	"A"	1156	"Striped maple"
3329	1300	2	"B"	1157	"Striped maple"
3330	1300	2	"C"	1158	"Witch hazel"
3331	1300	2	"D"	1159	"Witch hazel"
3332	1300	2	"E"	1160	"Yellow birch"
3333	1300	3	"A"	1161	"Yellow birch"
3334	1300	3	"B"	1162	"American chestnut"
3335	1300	3	"C"	1163	"American chestnut"
3336	1300	3	"D"	1164	"Black locust"
3337	1300	3	"E"	1165	"Hawthorn sp."
3338	1300	4	"A"	1166	"Mountain winterberry"
3339	1300	4	"B"	1167	"Mountain winterberry"
3340	1300	4	"C"	1168	"Red maple"
3341	1300	4	"D"	1169	"Red maple"
3342	1300	4	"E"	1170	"Red oak"
3343	1300	5	"A"	1171	"Red oak"
3344	1300	5	"B"	1172	"Rhododendron"
3345	1300	5	"C"	1173	"Rhododendron"
3346	1300	5	"D"	1174	"Serviceberry"
3347	1300	5	"E"	1175	"Serviceberry"
3348	1300	1	"A"	1176	"Striped maple"
3349	1300	1	"B"	1177	"Striped maple"
3350	1300	1	"C"	1178	"Sugar maple"
3351	1300	1	"D"	1179	"Witch hazel"
3352	1300	1	"E"	1180	"Yellow birch"
3353	1300	2	"A"	1181	"Yellow birch"
3354	1300	2	"B"	1182	"8"
3355	1300	2	"C"	1183	"8"
3356	1300	2	"D"	1184	"9"
3357	1300	2	"E"	1185	"9"
3358	1300	3	"A"	1186	"American beech"
3359	1300	3	"B"	1187	"American chestnut"
3360	1300	3	"C"	1188	"American chestnut"
3361	1300	3	"D"	1189	"Black birch"
3362	1300	3	"E"	1190	"Black birch"
3363	1300	4	"A"	1191	"Cucumber magnolia"
3364	1300	4	"B"	1192	"Cucumber magnolia"
3365	1300	4	"C"	1193	"Mountain winterberry"
3366	1300	4	"D"	1194	"Mountain winterberry"
3367	1300	4	"E"	1195	"Red maple"
3368	1300	5	"A"	1196	"Red maple"
3369	1300	5	"B"	1197	"Red oak"
3370	1300	5	"C"	1198	"Red oak"
3371	1300	5	"D"	1199	"Rhododendron"
3372	1300	5	"E"	1200	"Rhododendron"
3373	1300	1	"A"	1201	"Serviceberry"
3374	1300	1	"B"	1202	"Serviceberry"
3375	1300	1	"C"	1203	"Striped maple"
3376	1300	1	"D"	1204	"Striped maple"
3377	1300	1	"E"	1205	"White oak"
3378	1300	2	"A"	1206	"White oak"
3379	1300	2	"B"	1207	"Witch hazel"
3380	1300	2	"C"	1208	"Witch hazel"
3381	1300	2	"D"	1209	"American beech"
3382	1300	2	"E"	1210	"American beech"
3383	1300	3	"A"	1211	"American chestnut"
3384	1300	3	"B"	1212	"American chestnut"
3385	1300	3	"C"	1213	"Black birch"
3386	1300	3	"D"	1214	"Black birch"
3387	1300	3	"E"	1215	"Black cherry"
3388	1300	4	"A"	1216	"Black locust"
3389	1300	4	"B"	1217	"Black locust"
3390	1300	4	"C"	1218	"Cucumber magnolia"
3391	1300	4	"D"	1219	"Mountain winterberry"
3392	1300	4	"E"	1220	"Mountain winterberry"
3393	1300	5	"A"	1221	"Red maple"
3394	1300	5	"B"	1222	"Red maple"
3395	1300	5	"C"	1223	"Red oak"
3396	1300	5	"D"	1224	"Red oak"
3397	1300	5	"E"	1225	"Serviceberry"
3398	1300	1	"A"	1226	"Serviceberry"
3399	1300	1	"B"	1227	"Striped maple"
3400	1300	1	"C"	1228	"Striped maple"
3401	1300	1	"D"	1229	"Witch hazel"
3402	1300	1	"E"	1230	"Witch hazel"
3403	1300	2	"A"	1231	"Yellow birch"
3404	1300	2	"B"	1232	"Yellow birch"
3405	1300	2	"C"	1233	"8"
3406	1300	2	"D"	1234	"8"
3407	1300	2	"E"	1235	"American chestnut"
3408	1300	3	"A"	1236	"American chestnut"
3409	1300	3	"B"	1237	"Fraser magnolia"
3410	1300	3	"C"	1238	"Fraser magnolia"
3411	1300	3	"D"	1239	"Mountain winterberry"
3412	1300	3	"E"	1240	"Mountain winterberry"
3413	1300	4	"A"	1241	"Red maple"
3414	1300	4	"B"	1242	"Red maple"
3415	1300	4	"C"	1243	"Red oak"
3416	1300	4	"D"	1244	"Red oak"
3417	1300	4	"E"	1245	"Rhododendron"
3418	1300	5	"A"	1246	"Rhododendron"
3419	1300	5	"B"	1247	"Serviceberry"
3420	1300	5	"C"	1248	"Serviceberry"
3421	1300	5	"D"	1249	"Striped maple"
3422	1300	5	"E"	1250	"Striped maple"
3423	1300	1	"A"	1251	"Witch hazel"
3424	1300	1	"B"	1252	"Witch hazel"
3425	1300	1	"C"	1253	"Yellow birch"
3426	1300	1	"D"	1254	"Yellow birch"
3427	1300	1	"E"	1255	"8"
3428	1300	2	"A"	1256	"8"
3429	1300	2	"B"	1257	"Red maple"
3430	1300	2	"C"	1258	"Red maple"
3431	1300	2	"D"	1259	"Red oak"
3432	1300	2	"E"	1260	"Red oak"
3433	1300	3	"A"	1261	"Striped maple"
3434	1300	3	"B"	1262	"Striped maple"
3435	1300	3	"C"	1263	"Red maple"
3436	1300	3	"D"	1264	"Red maple"
3437	1300	3	"E"	1265	"Red oak"
